"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Erving, Ellyn","","4.52m","14' 10""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012",-1.2,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.52m","14' 10""","SDSU Aztec Track & Field Invitational","Mar 15, 2012",1.4,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.51m","14' 9.75""","SCIAC Quad Meet 3","Apr 7, 2012",-1.4,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.50m","14' 9.25""","2012 SCIAC Track & Field Championships","Apr 27, 2012",1.7,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.47m","14' 8""","Rossi Relays","Feb 25, 2012",1.5,"Athena","LJ","2012","Outdoor"
"Zouai, Manon","","4.46m","14' 7.75""","Rossi Relays","Feb 25, 2012",1.2,"Athena","LJ","2012","Outdoor"
"Zouai, Manon","","4.45m","14' 7.25""","UCSD - CPP - CMS Triangular","Feb 18, 2012",-1.4,"Athena","LJ","2012","Outdoor"
"Krugman, Allison","","4.42m","14' 6""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",0.9,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.42m","14' 6""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.5,"Athena","LJ","2012","Outdoor"
"Zouai, Manon","","4.42m","14' 6""","SCIAC 5 Way Meet Calu","Mar 24, 2012",1.7,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.42m","14' 6""","SCIAC Quad Meet 3","Apr 7, 2012",0.3,"Athena","LJ","2012","Outdoor"
"Zouai, Manon","","4.41m","14' 5.75""","SCIAC Quad Meet 3","Apr 7, 2012",1.3,"Athena","LJ","2012","Outdoor"
"Zouai, Manon","","4.31m","14' 1.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.7,"Athena","LJ","2012","Outdoor"
"Krugman, Allison","","4.28m","14' 0.5""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",2,"Athena","LJ","2012","Outdoor"
"Krugman, Allison","","4.26m","13' 11.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.6,"Athena","LJ","2012","Outdoor"
"Nguyen, Monique","","4.24m","13' 11""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.6,"Athena","LJ","2012","Outdoor"
"Kalin, Sophia","SO-2","4.19m","13' 9""","2012 SCIAC Track & Field Championships","Apr 27, 2012",1.9,"Athena","LJ","2012","Outdoor"
"Kalin, Sophia","SO-2","4.18m","13' 8.75""","SCIAC Quad Meet 3","Apr 7, 2012",0.5,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.16m","13' 7.75""","Rossi Relays","Feb 25, 2012",1.7,"Athena","LJ","2012","Outdoor"
"Zouai, Manon","","4.00m","13' 1.5""","SCIAC Quad Meet 3","Apr 7, 2012",0,"Athena","LJ","2012","Outdoor"
"Kalin, Sophia","SO-2","3.98m","13' 0.75""","SCIAC Quad Meet 3","Apr 7, 2012",0,"Athena","LJ","2012","Outdoor"
"Kalin, Sophia","SO-2","3.97m","13' 0.25""","UCSD - CPP - CMS Triangular","Feb 18, 2012",-1.7,"Athena","LJ","2012","Outdoor"
"Kalin, Sophia","SO-2","3.97m","13' 0.25""","SCIAC Quad Meet 3","Apr 7, 2012",-0.4,"Athena","LJ","2012","Outdoor"
"Krugman, Allison","","3.81m","12' 6""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.3,"Athena","LJ","2012","Outdoor"
"Kalin, Sophia","SO-2","3.80m","12' 5.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.8,"Athena","LJ","2012","Outdoor"
"Kalin, Sophia","SO-2","3.78m","12' 5""","SCIAC 5 Way Meet Calu","Mar 24, 2012",0,"Athena","LJ","2012","Outdoor"
