"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Suver, Kyle","FR-1","4:20.52","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Mitchell, Alex","FR-1","4:22.80","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Anderson, Danyon","FR-1","4:23.86","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
"Higle-Ralbovsky, Jacob","JR-3","4:23.92","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","1500","2015","Outdoor"
"Higle-Ralbovsky, Jacob","JR-3","4:24.18","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Mulligan, Matt","SO-2","4:24.48","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","1500","2015","Outdoor"
"Mitchell, Alex","FR-1","4:25.80","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Cook, Matt","SR-4","4:27.47","Westmont Collegiate Classic","Mar 21, 2015","Stag","1500","2015","Outdoor"
"Mauro, Alex","SR-4","4:28.13","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","1500","2015","Outdoor"
"Schein, Steve","JR-3","4:32.39","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","1500","2015","Outdoor"
"Rubin, Ari","SO-2","4:36.88","Occidental Distance Carnival Spring Classic","Mar 13, 2015","Stag","1500","2015","Outdoor"
