"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Chami, Dani","SO-2","4.53m","14' 10.5""","Rossi Relays","Feb 25, 2017",-0.2,"Athena","LJ","2017","Outdoor"
"Lee, Liz","SR-4","4.53m","14' 10.5""","2017 Oxy Invitational","May 6, 2017",1.2,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.53m","14' 10.5""","SCIAC Multi-Dual No. 2","Apr 1, 2017",0.7,"Athena","LJ","2017","Outdoor"
"Lee, Liz","SR-4","4.52m","14' 10""","Rossi Relays","Feb 25, 2017",0,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.50m","14' 9.25""","2017 SCIAC T&F Championships","Apr 28, 2017",1.5,"Athena","LJ","2017","Outdoor"
"Mell, Amanda","FR-1","4.48m","14' 8.5""","Rossi Relays","Feb 25, 2017",1.4,"Athena","LJ","2017","Outdoor"
"Chami, Dani","SO-2","4.46m","14' 7.75""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.46m","14' 7.75""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",1,"Athena","LJ","2017","Outdoor"
"Lilly, Michelle","FR-1","4.45m","14' 7.25""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0.2,"Athena","LJ","2017","Outdoor"
"Lee, Liz","SR-4","4.44m","14' 7""","Rossi Relays","Feb 25, 2017",-1.2,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.42m","14' 6""","SCIAC Multi-Dual No. 2","Apr 1, 2017",1,"Athena","LJ","2017","Outdoor"
"Lee, Liz","SR-4","4.39m","14' 5""","Rossi Relays","Feb 25, 2017",-0.5,"Athena","LJ","2017","Outdoor"
"Chami, Dani","SO-2","4.37m","14' 4""","Rossi Relays","Feb 25, 2017",1.2,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.36m","14' 3.75""","Rossi Relays","Feb 25, 2017",0.4,"Athena","LJ","2017","Outdoor"
"Lilly, Michelle","FR-1","4.27m","14' 0.25""","Rossi Relays","Feb 25, 2017",0.3,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.24m","13' 11""","Rossi Relays","Feb 25, 2017",-1,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.23m","13' 10.5""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.21m","13' 9.75""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",1.5,"Athena","LJ","2017","Outdoor"
"Lilly, Michelle","FR-1","4.21m","13' 9.75""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","LJ","2017","Outdoor"
"Lilly, Michelle","FR-1","4.17m","13' 8.25""","Rossi Relays","Feb 25, 2017",0.4,"Athena","LJ","2017","Outdoor"
"Mell, Amanda","FR-1","4.17m","13' 8.25""","Rossi Relays","Feb 25, 2017",1.7,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.10m","13' 5.5""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0.5,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.07m","13' 4.25""","Redlands Invite (Colleges)","Mar 17, 2017",1.9,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.05m","13' 3.5""","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",-0.3,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","4.04m","13' 3.25""","SCIAC Multi-Dual No. 2","Apr 1, 2017",0,"Athena","LJ","2017","Outdoor"
"Watanabe, Kelly","FR-1","3.93m","12' 10.75""","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",0.6,"Athena","LJ","2017","Outdoor"
"Mell, Amanda","FR-1","3.85m","12' 7.75""","SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.2,"Athena","LJ","2017","Outdoor"
