"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Mountain, Bennett","SR-4","9:09.59","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"O'Neill, Declan","JR-3","9:10.99","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Gomez De la Vega, Agustin","FR-1","9:14.10","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Fleming, Thomas","SR-4","9:18.11","25th Rossi Relays","Feb 26, 2022","Stag","3000","2022","Outdoor"
"Battaglia, Noah","JR-3","9:19.79","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Natarajan, Arjun","SR-4","9:22.25","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Batra, Raja","SO-2","9:25.39","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Sogal, Mihira","JR-3","9:34.13","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Gundlach, Kai","SO-2","9:41.81","25th Rossi Relays","Feb 26, 2022","Stag","3000","2022","Outdoor"
"Batra, Raja","SO-2","9:42.07","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Fleming, Thomas","SR-4","9:42.11","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Komoriya, Kaito","SR-4","9:42.22","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","3000","2022","Outdoor"
"Komoriya, Kaito","SR-4","9:44.25","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Sogal, Mihira","JR-3","9:45.73","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
"Ford, Jeremiah","SO-2","9:51.28","25th Rossi Relays","Feb 26, 2022","Stag","3000","2022","Outdoor"
"Fleming, Thomas","SR-4","10:11.62","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","3000","2022","Outdoor"
